asset_id,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,asset_name,asset_type,Longitude,Latitude
1835960875,DZA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,8127.540973,0.01433679191,,6930616.508,landfill_area_sq_meters,,566900.9515,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Oued Ennil, El Bouni, El Bouni District, Annaba, 23204, Algeria",Dumpsites,7.623012362898076,36.8187231504321
1835960876,VEN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,8083.575616,0.01648983124,,7662184.967,landfill_area_sq_meters,,490215.788,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Parroquia Los Tacariguas, Municipio Girardot, Aragua State, 1203, Venezuela",Dumpsites,-67.6451425425795,10.238041745577377
1835960879,VEN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,8055.717254,0.01648983124,,7635778.839,landfill_area_sq_meters,,488526.3612,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Parroquia La Concepción, Municipio Jesús Enrique Lossada, Zulia State, Venezuela, Site 1",Dumpsites,-71.78617100016623,10.622744871596868
1835960882,DOM,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,7917.616534,0.01648983124,,7504877.206,landfill_area_sq_meters,,480151.4593,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Batey Alemán, San Pedro De Macorís, Dominican Republic, Site 1",Dumpsites,-69.23339647411994,18.481105165822825
1835960750,USA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,17011.59,0.04220767504,,15970750.7,landfill_area_sq_meters,,403044.9435,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,Spsa Regional Landfill,Sanitary Landfills,-76.51,36.76
1835960893,DZA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,7724.353606,0.02867358381,,2390229.546,landfill_area_sq_meters,,269389.1931,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,Cet Berka Zerga,Sanitary Landfills,7.63236645459822,36.8147148669695
1835960759,IND,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,15439.32612,0.01589555316,,19060340.35,landfill_area_sq_meters,,971298.4486,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,Ghazipur,Dumpsites,77.327405,28.624698
1835960900,USA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,7418.83,0.0314493166,,7395750.351,landfill_area_sq_meters,,235897.9718,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,Abilene Regional Landfill,Sanitary Landfills,-99.7535,32.535
1835960763,USA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,15074.27,0.01704437859,,23043683.03,landfill_area_sq_meters,,884413.0,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,Champ Landfill,Sanitary Landfills,-90.46,38.743
1835960910,NGA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,7290.370243,0.01209668207,,8839593.458,landfill_area_sq_meters,,602675.1967,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Iju Junction, Ifako/Ijaye, Lagos, Nigeria",Dumpsites,3.318576950423366,6.649653099288444
1835960911,ARG,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,7250.135254,0.01450027051,,10700000.0,landfill_area_sq_meters,,500000.0,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,Environmental Complex Norte Iii A Module,Sanitary Landfills,-58.6148071289062,-34.5334295941105
